Date,Price,Open,High,Low,Vol.,Change %
"Jan 07, 2014",107.35,107.03,107.72,106.88,188.20K,0.58
"Jan 06, 2014",106.73,106.8,107.96,106.58,181.82K,-0.15
"Jan 03, 2014",106.89,107.88,108.64,106.79,191.13K,-0.83
"Jan 02, 2014",107.78,111,111.35,107.65,200.65K,-2.83
"Jan 01, 2014",110.92,110.92,110.92,110.92,0,0.11
"Dec 31, 2013",110.8,111.18,111.52,110.4,84.99K,-0.37
"Dec 30, 2013",111.21,112.2,112.64,110.9,111.07K,-0.86
"Dec 27, 2013",112.18,111.95,112.8,111.5,126.91K,0.18
"Dec 26, 2013",111.98,111.99,112.12,111.46,43.62K,0.07
"Dec 24, 2013",111.9,111.61,112.06,111.42,52.16K,0.3
"Dec 23, 2013",111.56,111.55,111.93,111.27,103.72K,-0.19
"Dec 20, 2013",111.77,110.09,111.89,109.87,169.48K,1.34
"Dec 19, 2013",110.29,109.25,110.53,109.14,159.79K,0.6
"Dec 18, 2013",109.63,108.33,109.73,107.8,187.96K,1.1
"Dec 17, 2013",108.44,109.2,109.41,108.2,149.78K,-1.84
"Dec 16, 2013",110.47,109.15,110.8,109,23.61K,1.51
"Dec 13, 2013",108.83,108.53,109,108.02,98.10K,0.15
"Dec 12, 2013",108.67,109.52,109.98,108.44,128.31K,-0.94
"Dec 11, 2013",109.7,109.45,109.89,108.62,158.72K,0.29
"Dec 10, 2013",109.38,109.31,110.45,108.55,230.62K,-0.01
"Dec 09, 2013",109.39,111.69,111.79,109,202.85K,-1.99
"Dec 06, 2013",111.61,111.07,112.06,110.94,155.52K,0.57
"Dec 05, 2013",110.98,111.65,112.23,110.76,191.78K,-0.8
"Dec 04, 2013",111.88,112.91,113.02,111.46,235.28K,-0.66
"Dec 03, 2013",112.62,111.53,112.93,111.04,217.61K,1.05
"Dec 02, 2013",111.45,109.6,112.34,109.28,266.95K,1.6
"Nov 29, 2013",109.69,111.04,111.5,109.62,126.88K,-1.06
"Nov 28, 2013",110.86,111.4,111.55,110.61,61.68K,-0.4
"Nov 27, 2013",111.31,111,111.65,110.51,193.98K,0.39
"Nov 26, 2013",110.88,111.08,111.49,110.41,199.75K,-0.11
"Nov 25, 2013",111,109,111.66,108.05,278.78K,-0.05
"Nov 22, 2013",111.05,110.07,111.4,109.65,276.25K,0.88
"Nov 21, 2013",110.08,107.76,110.25,107.62,253.96K,1.87
"Nov 20, 2013",108.06,107.2,108.38,106.51,220.19K,1.07
"Nov 19, 2013",106.92,108.3,108.63,106.81,224.43K,-1.43
"Nov 18, 2013",108.47,108.5,108.73,107.53,185.49K,-0.03
"Nov 15, 2013",108.5,108.38,108.65,107.69,198.64K,-0.04
"Nov 14, 2013",108.54,107.17,108.96,107.15,20.85K,1.33
"Nov 13, 2013",107.12,105.93,107.45,105.89,114.00K,1.24
"Nov 12, 2013",105.81,106.4,107.38,105.51,156.69K,-0.55
"Nov 11, 2013",106.4,105.17,106.56,105.15,172.68K,1.22
"Nov 08, 2013",105.12,103.53,105.38,102.98,242.70K,1.6
"Nov 07, 2013",103.46,105,105.21,103.24,291.12K,-1.69
"Nov 06, 2013",105.24,105.64,106.41,104.86,243.84K,-0.09
"Nov 05, 2013",105.33,106.25,106.53,105.19,186.82K,-0.85
"Nov 04, 2013",106.23,105.78,106.58,105.13,230.57K,0.3
"Nov 01, 2013",105.91,109.05,109.41,105.78,298.58K,-2.69
"Oct 31, 2013",108.84,109.69,109.87,108.55,238.84K,-0.93
"Oct 30, 2013",109.86,108.76,110.16,108.59,234.60K,0.78
"Oct 29, 2013",109.01,109.41,109.46,108.45,185.01K,-0.55
"Oct 28, 2013",109.61,107.04,109.68,106.85,266.18K,2.51
"Oct 25, 2013",106.93,107.09,107.39,106.27,212.28K,-0.06
"Oct 24, 2013",106.99,107.65,108.26,106.9,242.30K,-0.75
"Oct 23, 2013",107.8,109.99,110.06,107.35,324.61K,-1.97
"Oct 22, 2013",109.97,109.76,110.94,109.57,238.66K,0.3
"Oct 21, 2013",109.64,109.96,110.19,109.21,190.11K,-0.27
"Oct 18, 2013",109.94,109.13,110.24,108.95,181.54K,0.76
"Oct 17, 2013",109.11,110.57,110.66,108.71,233.73K,-1.58
"Oct 16, 2013",110.86,109.45,111.23,109.45,15.37K,0.82
"Oct 15, 2013",109.96,111.08,111.27,109.53,93.75K,-0.97
"Oct 14, 2013",111.04,110.87,111.41,109.87,106.79K,-0.22
"Oct 11, 2013",111.28,111.65,111.85,110.51,141.35K,-0.47
"Oct 10, 2013",111.8,109.04,112,108.92,212.35K,2.51
"Oct 09, 2013",109.06,110.16,110.25,108.12,171.12K,-1
"Oct 08, 2013",110.16,109.64,110.8,109.38,163.84K,0.44
"Oct 07, 2013",109.68,109.21,110.17,107.89,227.73K,0.2
"Oct 04, 2013",109.46,108.69,109.77,108.61,144.47K,0.42
"Oct 03, 2013",109,108.9,109.85,108.58,212.25K,-0.17
"Oct 02, 2013",109.19,107.55,109.48,107.44,177.15K,1.16
"Oct 01, 2013",107.94,108.38,108.41,106.81,189.65K,-0.4
"Sep 30, 2013",108.37,108.2,108.68,107.22,149.01K,-0.24
"Sep 27, 2013",108.63,109,109.67,108.1,190.34K,-0.53
"Sep 26, 2013",109.21,108,109.26,108,143.12K,0.82
"Sep 25, 2013",108.32,108.73,110.09,107.89,211.60K,-0.29
"Sep 24, 2013",108.64,107.96,108.9,107.43,197.99K,0.44
"Sep 23, 2013",108.16,109.22,109.45,107.76,169.12K,-0.97
"Sep 20, 2013",109.22,108.62,109.67,108.4,160.65K,0.42
"Sep 19, 2013",108.76,110.92,111.26,108.52,201.58K,-1.66
"Sep 18, 2013",110.6,107.85,111.06,107.64,200.71K,2.23
"Sep 17, 2013",108.19,109.5,110,107.41,214.35K,-1.71
"Sep 16, 2013",110.07,111.25,111.49,108.73,249.44K,-2.4
"Sep 13, 2013",112.78,112.87,112.91,111.6,18.64K,0.13
"Sep 12, 2013",112.63,111.51,113.05,111.33,93.45K,1.01
"Sep 11, 2013",111.5,111.52,112.49,111.02,109.34K,0.22
"Sep 10, 2013",111.25,113,113.55,110.59,176.16K,-2.17
"Sep 09, 2013",113.72,115.93,116.18,113,200.57K,-2.07
"Sep 06, 2013",116.12,115.35,116.56,115.02,168.83K,0.75
"Sep 05, 2013",115.26,114.95,115.55,114.29,151.29K,0.3
"Sep 04, 2013",114.91,115.65,116.09,114.4,209.65K,-0.67
"Sep 03, 2013",115.68,114.45,116,114.06,234.73K,1.18
"Sep 02, 2013",114.33,114,114.57,112.2,90.95K,0.28
"Aug 30, 2013",114.01,114.2,115.53,113.63,245.06K,-1
"Aug 29, 2013",115.16,115.86,117.04,114.18,248.52K,-1.24
"Aug 28, 2013",116.61,115.3,117.34,114.81,286.09K,1.97
"Aug 27, 2013",114.36,111.16,115.29,110.73,288.71K,3.28
"Aug 26, 2013",110.73,111.15,111.68,110.5,92.72K,-0.28
"Aug 23, 2013",111.04,109.9,111.23,109.77,219.41K,1.04
"Aug 22, 2013",109.9,109.7,110.15,109.4,154.99K,0.08
"Aug 21, 2013",109.81,110.11,110.28,109.23,195.77K,-0.31
"Aug 20, 2013",110.15,109.67,110.73,108.61,233.19K,0.23
"Aug 19, 2013",109.9,110.53,111,109.59,188.06K,-0.45
"Aug 16, 2013",110.4,109.42,110.7,109.17,195.85K,-0.64
"Aug 15, 2013",111.11,110.35,111.53,110.35,19.27K,0.83
"Aug 14, 2013",110.2,109.51,110.36,109.05,97.93K,0.35
"Aug 13, 2013",109.82,109.08,110.06,108.95,112.23K,0.78
"Aug 12, 2013",108.97,108.13,109.13,107.43,147.83K,0.69
"Aug 09, 2013",108.22,106.81,108.32,106.6,148.43K,1.44
"Aug 08, 2013",106.68,107.39,107.86,105.85,175.73K,-0.71
"Aug 07, 2013",107.44,108.07,108.16,107.07,208.43K,-0.68
"Aug 06, 2013",108.18,108.74,109.23,107.46,229.16K,-0.48
"Aug 05, 2013",108.7,109.09,109.44,107.55,168.83K,-0.23
"Aug 02, 2013",108.95,109.52,110.09,108.38,160.76K,-0.54
"Aug 01, 2013",109.54,107.81,109.64,107.52,234.85K,1.71
"Jul 31, 2013",107.7,106.84,107.95,105.73,222.57K,0.74
"Jul 30, 2013",106.91,107.45,107.56,106.54,160.00K,-0.5
"Jul 29, 2013",107.45,107.19,107.89,106.6,178.93K,0.26
"Jul 26, 2013",107.17,107.59,107.79,106.53,119.94K,-0.45
"Jul 25, 2013",107.65,107.11,107.87,106.54,176.11K,0.43
"Jul 24, 2013",107.19,108.44,108.6,106.25,197.80K,-1.13
"Jul 23, 2013",108.42,108.3,108.63,107.56,190.20K,0.25
"Jul 22, 2013",108.15,108.3,108.68,107.55,198.42K,0.07
"Jul 19, 2013",108.07,108.73,109.18,107.01,212.19K,-0.58
"Jul 18, 2013",108.7,108.63,108.87,108.03,196.44K,0.08
"Jul 17, 2013",108.61,107.9,108.74,107.3,183.57K,-0.72
"Jul 16, 2013",109.4,109.05,109.72,108.63,19.97K,0.28
"Jul 15, 2013",109.09,108.99,109.26,107.96,100.86K,0.26
"Jul 12, 2013",108.81,107.33,109.14,107.28,127.81K,1
"Jul 11, 2013",107.73,108.24,108.93,107.02,184.69K,-0.72
"Jul 10, 2013",108.51,108.12,108.69,107.71,199.70K,0.65
"Jul 09, 2013",107.81,107.27,108.26,106.85,163.66K,0.35
"Jul 08, 2013",107.43,108,108.04,106.79,185.82K,-0.27
"Jul 05, 2013",107.72,105.54,107.88,105.38,233.34K,2.07
"Jul 04, 2013",105.54,105.85,105.99,104.91,81.37K,-0.21
"Jul 03, 2013",105.76,104.18,106.03,104.18,258.39K,1.69
"Jul 02, 2013",104,102.92,104.12,102.91,186.52K,0.97
"Jul 01, 2013",103,101.9,103.71,101.63,230.92K,0.82
"Jun 28, 2013",102.16,102.76,103.44,101.87,230.25K,-0.64
"Jun 27, 2013",102.82,101.66,103.34,101.66,190.61K,1.14
"Jun 26, 2013",101.66,101.1,101.89,100.25,195.23K,0.4
"Jun 25, 2013",101.26,101,102.08,100.7,182.09K,0.1
"Jun 24, 2013",101.16,100.61,101.64,99.67,254.19K,0.25
"Jun 21, 2013",100.91,102.1,103.09,100.04,263.37K,-1.21
"Jun 20, 2013",102.15,105.62,105.62,101.75,301.24K,-3.74
"Jun 19, 2013",106.12,106.1,106.59,105.45,164.86K,0.09
"Jun 18, 2013",106.02,105.66,106.24,105.11,150.87K,0.52
"Jun 17, 2013",105.47,105.77,106.67,105.28,160.18K,-0.43
"Jun 14, 2013",105.93,104.95,106.64,104.46,197.14K,1.61
"Jun 13, 2013",104.25,103.33,104.26,102.75,21.31K,0.73
"Jun 12, 2013",103.49,102.56,104.1,102.23,94.92K,0.51
"Jun 11, 2013",102.96,103.89,103.89,101.82,156.14K,-0.95
"Jun 10, 2013",103.95,104.56,104.76,103.66,159.65K,-0.58
"Jun 07, 2013",104.56,103.65,105.01,102.89,234.18K,0.92
"Jun 06, 2013",103.61,102.94,103.95,102.81,173.41K,0.55
"Jun 05, 2013",103.04,103.48,104.07,102.85,202.95K,-0.19
"Jun 04, 2013",103.24,102.02,103.58,101.47,300.89K,1.16
"Jun 03, 2013",102.06,100.15,102.48,99.66,255.71K,1.66
"May 31, 2013",100.39,102.12,102.38,100.03,215.28K,-1.76
"May 30, 2013",102.19,102.4,102.85,101.08,232.91K,-0.23
"May 29, 2013",102.43,104.32,104.37,102.17,209.65K,-1.73
"May 28, 2013",104.23,102.51,104.69,102.48,195.12K,1.57
"May 27, 2013",102.62,102.52,102.65,102.1,21.12K,-0.02
"May 24, 2013",102.64,102.55,102.79,101.65,136.63K,0.2
"May 23, 2013",102.44,102.25,102.68,100.64,230.37K,-0.16
"May 22, 2013",102.6,103.52,103.79,102.22,207.42K,-1.26
"May 21, 2013",103.91,104.78,105.15,103.51,179.06K,-0.85
"May 20, 2013",104.8,104.75,105.31,103.83,164.96K,0.15
"May 17, 2013",104.64,103.87,104.87,103.35,193.73K,0.81
"May 16, 2013",103.8,103.74,104.4,102.95,26.35K,0.12
"May 15, 2013",103.68,102.7,103.82,101.2,106.54K,1.05
"May 14, 2013",102.6,102.82,103.1,101.96,160.03K,-0.21
"May 13, 2013",102.82,103.26,103.86,102.25,173.55K,-1.05
"May 10, 2013",103.91,104.35,104.45,101.56,215.45K,-0.54
"May 09, 2013",104.47,104.44,104.6,103.45,197.07K,0.12
"May 08, 2013",104.34,104.11,104.8,103.53,229.32K,-0.06
"May 07, 2013",104.4,105.4,105.94,104,264.56K,-1.01
"May 06, 2013",105.46,104.25,105.54,103.89,135.08K,1.22
"May 03, 2013",104.19,102.8,104.92,102.37,257.17K,1.3
"May 02, 2013",102.85,99.82,102.98,99.51,287.67K,2.9
"May 01, 2013",99.95,101.82,102.33,98.76,267.10K,-2.36
"Apr 30, 2013",102.37,103.78,104,101.48,253.92K,-1.39
"Apr 29, 2013",103.81,102.79,103.94,102.57,200.11K,0.63
"Apr 26, 2013",103.16,103.2,103.48,102.25,196.48K,-0.24
"Apr 25, 2013",103.41,101.8,103.49,101.35,280.40K,1.65
"Apr 24, 2013",101.73,100.34,101.99,100.22,204.01K,1.42
"Apr 23, 2013",100.31,100.56,100.59,98.78,242.74K,-0.08
"Apr 22, 2013",100.39,99.56,101.04,99.2,210.04K,0.74
"Apr 19, 2013",99.65,99.54,100.33,99.04,175.36K,0.52
"Apr 18, 2013",99.13,97.46,99.85,96.75,306.94K,1.47
"Apr 17, 2013",97.69,100.11,100.46,97.26,292.12K,-2.22
"Apr 16, 2013",99.91,99.43,100.37,98,328.74K,-0.48
"Apr 15, 2013",100.39,103.03,103.09,100.02,23.65K,-2.64
"Apr 12, 2013",103.11,104.29,104.39,101.09,121.49K,-1.11
"Apr 11, 2013",104.27,105.5,105.94,103.7,116.87K,-1.44
"Apr 10, 2013",105.79,106.19,106.47,105.16,136.06K,-0.41
"Apr 09, 2013",106.23,104.78,106.5,104.27,173.29K,1.5
"Apr 08, 2013",104.66,104.28,105.55,103.4,245.68K,0.52
"Apr 05, 2013",104.12,106.49,106.65,103.62,273.97K,-2.09
"Apr 04, 2013",106.34,107.07,108.06,105.29,284.41K,-0.72
"Apr 03, 2013",107.11,110.28,110.43,106.78,304.65K,-3.23
"Apr 02, 2013",110.69,111.07,111.79,110,205.64K,-0.35
"Apr 01, 2013",111.08,110.15,111.33,109.38,102.14K,0.96
"Mar 28, 2013",110.02,109.85,110.1,108.98,164.97K,0.3
"Mar 27, 2013",109.69,109.4,109.98,108.85,217.52K,0.3
"Mar 26, 2013",109.36,108.11,109.59,107.71,207.41K,1.1
"Mar 25, 2013",108.17,106.86,109.07,106.8,199.23K,0.47
"Mar 22, 2013",107.66,107.31,107.96,106.9,174.36K,0.18
"Mar 21, 2013",107.47,108.48,108.75,107.08,190.90K,-1.15
"Mar 20, 2013",108.72,107.59,108.92,107.55,169.06K,1.18
"Mar 19, 2013",107.45,109.41,109.54,107.25,226.68K,-1.88
"Mar 18, 2013",109.51,109.83,109.83,107.78,180.93K,-0.28
"Mar 15, 2013",109.82,109.32,110.53,109.02,186.11K,0.37
"Mar 14, 2013",109.42,108.36,109.98,108.18,18.27K,0.83
"Mar 13, 2013",108.52,109.7,109.89,107.91,106.23K,-1.03
"Mar 12, 2013",109.65,110.13,111.2,109.3,146.00K,-0.52
"Mar 11, 2013",110.22,110.67,110.72,109.53,164.82K,-0.57
"Mar 08, 2013",110.85,110.9,111.33,109.14,228.95K,-0.27
"Mar 07, 2013",111.15,111.08,111.4,110.41,213.07K,0.08
"Mar 06, 2013",111.06,111.83,112.23,110.46,201.77K,-0.49
"Mar 05, 2013",111.61,110.1,111.93,110.1,233.65K,1.38
"Mar 04, 2013",110.09,110.58,110.89,109.58,226.78K,-0.28
"Mar 01, 2013",110.4,110.9,111.36,109.82,251.90K,-0.88
"Feb 28, 2013",111.38,111.95,112.57,110.87,224.45K,-0.44
"Feb 27, 2013",111.87,112.8,113.35,111.65,220.01K,-0.75
"Feb 26, 2013",112.71,113.64,114.34,112.41,257.23K,-1.51
"Feb 25, 2013",114.44,114.19,115.87,113.31,190.54K,0.3
"Feb 22, 2013",114.1,113.6,114.79,113.6,173.50K,0.5
"Feb 21, 2013",113.53,115.2,115.31,113.32,248.79K,-1.79
"Feb 20, 2013",115.6,117.35,117.66,115.02,219.24K,-1.63
"Feb 19, 2013",117.52,117.48,117.6,116.55,134.90K,0.12
"Feb 18, 2013",117.38,117.81,118.19,116.92,60.36K,-0.24
"Feb 15, 2013",117.66,117.96,118.11,116.28,216.48K,-0.29
"Feb 14, 2013",118,117.9,118.29,117.25,186.86K,-0.61
"Feb 13, 2013",118.72,118.66,119.12,118.39,27.82K,0.05
"Feb 12, 2013",118.66,118.27,118.9,117.81,98.00K,0.45
"Feb 11, 2013",118.13,118.9,119.07,117.54,141.28K,-0.65
"Feb 08, 2013",118.9,117.48,119.17,117.31,206.48K,1.42
"Feb 07, 2013",117.24,116.9,117.83,116.71,242.30K,0.44
"Feb 06, 2013",116.73,116.45,117.05,115.72,207.78K,0.18
"Feb 05, 2013",116.52,115.47,117.23,115.01,227.10K,0.8
"Feb 04, 2013",115.6,116.5,116.67,115.32,214.96K,-0.99
"Feb 01, 2013",116.76,115.77,117.07,115.4,245.85K,1.05
"Jan 31, 2013",115.55,114.91,115.76,114.28,195.49K,0.57
"Jan 30, 2013",114.9,114.28,115.24,114.07,200.61K,0.47
"Jan 29, 2013",114.36,113.48,114.49,113.07,208.91K,0.78
"Jan 28, 2013",113.48,113.45,113.8,112.6,172.16K,0.18
"Jan 25, 2013",113.28,113.28,113.84,112.83,204.35K,0
"Jan 24, 2013",113.28,112.76,113.65,112.4,211.58K,0.43
"Jan 23, 2013",112.8,112.42,113.15,112.06,239.71K,0.34
"Jan 22, 2013",112.42,111.71,112.65,111.35,207.85K,0.64
"Jan 21, 2013",111.71,111.67,111.99,111.41,74.58K,-0.16
"Jan 18, 2013",111.89,111.1,111.97,110.47,182.51K,0.71
"Jan 17, 2013",111.1,109.74,111.38,109.45,206.29K,0.44
"Jan 16, 2013",110.61,110.52,110.84,110.24,19.71K,0.28
"Jan 15, 2013",110.3,111.93,112.46,110.19,101.26K,-1.41
"Jan 14, 2013",111.88,110.62,112.15,110.31,110.23K,1.12
"Jan 11, 2013",110.64,111.95,111.95,109.6,168.07K,-1.12
"Jan 10, 2013",111.89,111.68,113.29,111.6,196.97K,0.12
"Jan 09, 2013",111.76,111.9,112.23,111.11,171.95K,-0.16
"Jan 08, 2013",111.94,111.42,112.47,111.12,194.00K,0.48
"Jan 07, 2013",111.4,111.42,111.69,110.54,203.50K,0.08
"Jan 04, 2013",111.31,111.72,111.78,110.38,191.33K,-0.74
"Jan 03, 2013",112.14,112.2,112.42,111.63,190.29K,-0.29
"Jan 02, 2013",112.47,111.5,112.9,111.27,183.14K,1.22
"Dec 31, 2012",111.11,110.35,111.34,109.38,98.68K,0.44
"Dec 28, 2012",110.62,111.24,111.38,109.83,117.89K,-0.16
"Dec 27, 2012",110.8,110.78,111.33,110.1,104.80K,-0.24
"Dec 26, 2012",111.07,109.15,111.52,109,75.29K,2.09
"Dec 24, 2012",108.8,109.02,109.22,108.13,49.45K,-0.16
"Dec 21, 2012",108.97,110.2,110.28,108.66,132.66K,-1.12
"Dec 20, 2012",110.2,110.1,110.66,109.7,136.54K,-0.14
"Dec 19, 2012",110.36,108.9,110.48,108.74,162.39K,1.4
"Dec 18, 2012",108.84,107.98,108.98,107.93,137.27K,1.11
"Dec 17, 2012",107.64,108.3,108.5,107.58,129.07K,-1.38
"Dec 14, 2012",109.15,108.2,109.58,108.2,16.50K,1.15
"Dec 13, 2012",107.91,109.36,109.52,107.8,77.62K,-1.45
"Dec 12, 2012",109.5,108.14,110.5,108.14,169.43K,1.38
"Dec 11, 2012",108.01,107.45,108.37,107.09,160.06K,0.63
"Dec 10, 2012",107.33,107.3,108.54,107.01,168.70K,0.29
"Dec 07, 2012",107.02,107.05,107.89,106.66,181.18K,-0.01
"Dec 06, 2012",107.03,108.63,109.16,106.63,215.28K,-1.64
"Dec 05, 2012",108.81,109.87,110.57,108.64,184.65K,-0.94
"Dec 04, 2012",109.84,110.92,110.92,109.15,213.91K,-0.97
"Dec 03, 2012",110.92,110.96,112.33,110.6,195.73K,-0.28
"Nov 30, 2012",111.23,110.35,111.34,110.25,162.85K,0.42
"Nov 29, 2012",110.76,109.7,111.3,109.45,254.91K,1.14
"Nov 28, 2012",109.51,109.95,110.17,108.44,192.92K,-0.33
"Nov 27, 2012",109.87,111,111.36,109.31,178.24K,-0.95
"Nov 26, 2012",110.92,111.16,111.48,110.27,134.49K,-0.41
"Nov 23, 2012",111.38,110.47,111.54,110.1,103.82K,0.75
"Nov 22, 2012",110.55,110.97,111.17,110.11,55.28K,-0.28
"Nov 21, 2012",110.86,110.49,111.46,109.55,192.52K,0.94
"Nov 20, 2012",109.83,111.8,111.85,109.01,236.77K,-1.67
"Nov 19, 2012",111.7,109.2,112.2,109.19,232.66K,2.52
"Nov 16, 2012",108.95,107.69,109.25,107.66,200.90K,-1.83
"Nov 15, 2012",110.98,109.68,111.12,109.66,21.03K,1.25
"Nov 14, 2012",109.61,108.12,110.35,107.8,113.91K,1.25
"Nov 13, 2012",108.26,108.7,108.98,107.38,140.01K,-0.74
"Nov 12, 2012",109.07,109.59,110.39,108.56,180.99K,-0.3
"Nov 09, 2012",109.4,107.15,109.78,106.25,201.02K,2
"Nov 08, 2012",107.25,106.92,108.17,106.12,200.13K,0.4
"Nov 07, 2012",106.82,110.83,111.64,106.53,265.33K,-3.83
"Nov 06, 2012",111.07,107.93,111.31,107.13,259.93K,3.1
"Nov 05, 2012",107.73,105.55,108.18,104.76,217.32K,1.94
"Nov 02, 2012",105.68,108.07,108.8,105.5,222.83K,-2.3
"Nov 01, 2012",108.17,108.49,109.03,107.75,205.33K,-0.49
"Oct 31, 2012",108.7,109.14,109.8,108.3,174.27K,-0.35
"Oct 30, 2012",109.08,109.36,110.1,108.65,147.69K,-0.33
"Oct 29, 2012",109.44,109.65,110.26,108.51,170.60K,-0.1
"Oct 26, 2012",109.55,108.49,109.7,107.4,210.56K,0.98
"Oct 25, 2012",108.49,107.59,109.28,107.46,216.60K,0.59
"Oct 24, 2012",107.85,108.31,109.34,106.8,233.37K,-0.37
"Oct 23, 2012",108.25,109.52,109.8,107.31,254.99K,-1.09
"Oct 22, 2012",109.44,109.95,110.97,109.12,218.73K,-0.64
"Oct 19, 2012",110.14,112.26,113.27,109.9,231.13K,-2.03
"Oct 18, 2012",112.42,113.13,113.63,111.57,212.56K,-0.71
"Oct 17, 2012",113.22,113.93,114.31,112.8,197.96K,-1.61
"Oct 16, 2012",115.07,115.72,116.2,114.5,20.62K,-0.63
"Oct 15, 2012",115.8,114.64,115.91,113.58,108.78K,1.03
"Oct 12, 2012",114.62,115.96,115.96,113.94,119.85K,-0.94
"Oct 11, 2012",115.71,114.56,116.02,114.42,144.68K,1.21
"Oct 10, 2012",114.33,114.23,115.59,113.77,180.31K,-0.15
"Oct 09, 2012",114.5,112.22,114.72,111.97,213.79K,2.4
"Oct 08, 2012",111.82,111.99,112.35,110.54,168.66K,-0.18
"Oct 05, 2012",112.02,112.45,113.05,110.54,237.74K,-0.5
"Oct 04, 2012",112.58,108.2,112.69,108.02,240.03K,4.08
"Oct 03, 2012",108.17,111.36,111.36,107.67,240.50K,-3.05
"Oct 02, 2012",111.57,112.28,112.45,111.27,152.72K,-0.55
"Oct 01, 2012",112.19,112.34,113.27,111.47,161.82K,-0.18
"Sep 28, 2012",112.39,112.53,113.4,111.52,184.80K,0.34
"Sep 27, 2012",112.01,110.17,112.5,109.68,226.56K,1.79
"Sep 26, 2012",110.04,109.88,110.23,108.45,198.47K,-0.37
"Sep 25, 2012",110.45,109.93,111.47,109.44,195.94K,0.58
"Sep 24, 2012",109.81,111.5,111.56,108.78,187.25K,-1.44
"Sep 21, 2012",111.42,110.5,111.7,110.08,161.97K,1.26
"Sep 20, 2012",110.03,108.18,110.65,107.1,250.45K,1.7
"Sep 19, 2012",108.19,111.71,112.98,107.4,298.80K,-3.43
"Sep 18, 2012",112.03,113.45,114.42,111.61,212.11K,-1.55
"Sep 17, 2012",113.79,116.67,117.02,111.5,212.97K,-2.46
"Sep 14, 2012",116.66,115.66,117.95,115.58,181.37K,-0.21
"Sep 13, 2012",116.9,115.6,117.48,115.45,25.03K,0.81
"Sep 12, 2012",115.96,115,116.67,115,135.26K,0.49
"Sep 11, 2012",115.4,114.65,115.46,114.37,151.87K,0.51
"Sep 10, 2012",114.81,114.55,115.05,113.92,149.70K,0.49
"Sep 07, 2012",114.25,112.8,114.65,112.34,227.68K,0.67
"Sep 06, 2012",113.49,113.67,115.15,112.55,234.05K,0.35
"Sep 05, 2012",113.09,114.1,114.38,112.73,229.60K,-0.95
"Sep 04, 2012",114.18,115.51,116.65,113.93,216.75K,-1.38
"Sep 03, 2012",115.78,114.7,115.98,114.03,76.84K,1.06
"Aug 31, 2012",114.57,112.48,114.93,112.36,209.50K,1.7
"Aug 30, 2012",112.65,112.5,113.44,112.25,157.32K,0.1
"Aug 29, 2012",112.54,112.34,113.3,111.5,181.93K,-0.04
"Aug 28, 2012",112.58,112.68,113.1,111.71,191.61K,0.29
"Aug 27, 2012",112.26,113.8,115.5,111.56,171.39K,-1.17
"Aug 24, 2012",113.59,114.59,115.28,113,215.53K,-1.23
"Aug 23, 2012",115.01,114.84,116.38,114.33,196.03K,0.09
"Aug 22, 2012",114.91,114.71,115.27,113.53,203.76K,0.24
"Aug 21, 2012",114.64,113.65,115.58,113.65,172.40K,0.83
"Aug 20, 2012",113.7,113.83,114.7,112.87,162.57K,-0.01
"Aug 17, 2012",113.71,114.48,114.77,112.7,178.79K,-2.73
"Aug 16, 2012",116.9,116.55,117.03,115.5,14.43K,0.56
"Aug 15, 2012",116.25,113.94,116.72,113.49,83.42K,1.95
"Aug 14, 2012",114.03,113.47,114.3,113.22,103.78K,0.38
"Aug 13, 2012",113.6,113.4,115.11,113.09,146.51K,0.58
"Aug 10, 2012",112.95,113.28,113.54,111.31,139.05K,-0.24
"Aug 09, 2012",113.22,111.99,113.53,111.6,141.86K,0.96
"Aug 08, 2012",112.14,111.58,113.27,110.85,188.64K,0.12
"Aug 07, 2012",112,109.43,112.56,109.13,177.35K,2.24
"Aug 06, 2012",109.55,108.6,109.77,107.9,149.98K,0.56
"Aug 03, 2012",108.94,105.93,109.13,105.8,215.45K,2.87
"Aug 02, 2012",105.9,105.8,107.3,104.97,259.59K,-0.06
"Aug 01, 2012",105.96,104.4,106.92,104.06,206.85K,0.99
"Jul 31, 2012",104.92,106.12,106.52,104.1,210.36K,-1.21
"Jul 30, 2012",106.2,106.37,106.99,105.58,128.63K,-0.25
"Jul 27, 2012",106.47,105.19,106.73,105.02,185.60K,1.15
"Jul 26, 2012",105.26,104.15,106.18,103.47,218.01K,0.84
"Jul 25, 2012",104.38,103.16,104.71,102.1,217.39K,0.93
"Jul 24, 2012",103.42,103.09,104.48,102.53,221.46K,0.15
"Jul 23, 2012",103.26,106.9,106.94,102.42,215.64K,-3.34
"Jul 20, 2012",106.83,107.5,107.7,105.6,168.46K,-0.9
"Jul 19, 2012",107.8,105.32,108.18,105.28,199.49K,2.51
"Jul 18, 2012",105.16,103.58,105.6,103.22,198.74K,1.12
"Jul 17, 2012",104,103.32,104.75,102.77,186.28K,0.43
"Jul 16, 2012",103.55,102.76,103.69,102.07,18.63K,1.12
"Jul 13, 2012",102.4,100.53,103.44,100.51,110.86K,1.32
"Jul 12, 2012",101.07,100.64,101.36,98.51,175.04K,0.84
"Jul 11, 2012",100.23,97.97,100.83,97.83,171.82K,2.31
